7.094415919857324297e+02,5.274595614663577408e+02,5.807024154276665513e+02
2.883591602353433814e+02,5.208111790786443862e+02,7.939912251296298962e+01
5.976770842082631816e+02,7.227532554898006083e+02,6.639162022885152510e+02
5.559741222269731225e+02,4.896994071627083258e+02,5.855863149695763923e+02
2.357082722015315710e+02,4.833421462367176673e+02,5.244366054930912924e+02
5.037949416959386895e+02,4.757011965347308546e+02,5.274861916730023950e+02
2.585067812215327194e+02,3.986019309318618298e+02,7.704416913278666925e+02
8.537319168930935120e+02,1.721726917295737849e+03,8.691862678003705014e+02
4.377433273552635455e+02,7.897573162951587733e+01,2.811436364646699985e+03
3.436176064921790839e+03,5.542274628222525052e+02,1.360901872018155245e+02
5.152853971530255421e+02,4.044571048262153454e+03,6.236052482364858633e+02
6.711433728768897709e+02,4.375431562406980447e+03,2.908397721007611949e+02
5.458623915395422728e+02,4.112764612649378250e+03,4.179006428349716202e+02
4.149448234786789840e+02,7.417928048274804951e+02,4.512049004233907908e+03
6.491125570503377276e+02,3.979697158390225127e+02,3.532294885236390201e+03
2.246701733202399282e+03,1.009233332719030614e+02,4.327156701127789802e+02
2.030327944963483731e+02,4.667881683411109179e+02,5.740817839854137219e+02
